,time,drink,amount
24857,26-12-2020 02:06,Thai Coffee,5.5
24858,26-12-2020 14:08,Bramble,4.2
24859,28-12-2020 07:14,Gimlet,4.2
24860,29-12-2020 16:18,Radioactive Long Island Iced Tea,7.5
24861,29-12-2020 10:14,Hawaiian Cocktail,6.5
24862,31-12-2020 13:21,Hawaiian Cocktail,6.5
24863,29-12-2020 09:21,Tennesee Mud,6.5
24864,28-12-2020 17:37,Long Island Tea,8
24865,31-12-2020 05:08,Afternoon,3
24866,26-12-2020 11:39,New York Lemonade,5.15
24867,27-12-2020 00:07,Long Island Tea,8
24868,31-12-2020 22:12,Dry Martini,8
24869,30-12-2020 17:19,Chocolate Drink,12
24870,29-12-2020 08:35,Clover Club,4.99
24871,26-12-2020 21:32,Imperial Cocktail,4.99
24872,26-12-2020 00:45,Loch Lomond,3
24873,26-12-2020 21:02,Hawaiian Cocktail,6.5
24874,28-12-2020 06:26,Hawaiian Cocktail,6.5
24875,31-12-2020 16:33,New York Lemonade,5.15
24876,28-12-2020 07:26,Margarita,7.5
24877,31-12-2020 13:14,Lassi - Sweet,8
24878,27-12-2020 12:48,Texas Rattlesnake,3.5
24879,31-12-2020 13:50,Mimosa,5
24880,31-12-2020 08:30,Casa Blanca,5.15
24881,29-12-2020 15:20,Grasshopper,4.99
24882,29-12-2020 01:36,Jackhammer,3.5
24883,28-12-2020 11:27,Bramble,4.2
24884,29-12-2020 03:09,Imperial Cocktail,4.99
24885,30-12-2020 06:22,Grasshopper,4.99
24886,26-12-2020 09:01,Honey Bee,3
24887,26-12-2020 21:11,Imperial Cocktail,4.99
24888,26-12-2020 01:51,Hawaiian Cocktail,6.5
24889,26-12-2020 06:20,Lemon Shot,7.5
24890,30-12-2020 07:26,Gimlet,4.2
24891,27-12-2020 18:40,Cuba Libre,4.2
24892,27-12-2020 03:27,Vesuvio,3
24893,29-12-2020 09:52,Gin Fizz,2.99
24894,28-12-2020 16:52,Jackhammer,3.5
24895,28-12-2020 14:02,Margarita,7.5
24896,30-12-2020 18:23,Gin Fizz,2.99
24897,30-12-2020 10:35,Honey Bee,3
24898,26-12-2020 05:11,Sea breeze,8
24899,27-12-2020 06:52,Irish Spring,5.15
24900,26-12-2020 11:24,Orgasm,5.15
24901,26-12-2020 07:52,Victor,4.2
24902,26-12-2020 10:29,Imperial Cocktail,4.99
24903,26-12-2020 13:00,Dry Rob Roy,5.5
24904,30-12-2020 12:45,Pysch Vitamin Light,6.5
24905,30-12-2020 11:12,Hawaiian Cocktail,6.5
24906,26-12-2020 02:13,Fruit Shake,5.5
24907,30-12-2020 22:25,Hawaiian Cocktail,6.5
24908,26-12-2020 00:57,Jelly Bean,3
24909,30-12-2020 12:58,Pure Passion,2.99
24910,30-12-2020 09:52,Imperial Cocktail,4.99
24911,28-12-2020 03:43,Margarita,7.5
24912,27-12-2020 02:01,Afternoon,3
24913,30-12-2020 07:34,Margarita,7.5
24914,30-12-2020 12:11,Dark Caipirinha,2.99
24915,31-12-2020 18:59,Casino,6.5
24916,26-12-2020 23:01,Queen Charlotte,8
24917,31-12-2020 07:10,Rum Cooler,4.99
24918,31-12-2020 10:32,Winter Rita,5.5
24919,30-12-2020 07:08,Imperial Cocktail,4.99
24920,29-12-2020 03:20,Fahrenheit 5000,2.99
24921,26-12-2020 14:46,Mother's Milk,5
24922,28-12-2020 07:35,Mojito Extra,3.5
24923,28-12-2020 23:09,Paradise,4.2
24924,27-12-2020 03:54,Long Island Tea,8
24925,27-12-2020 00:53,Margarita,7.5
24926,27-12-2020 09:31,Casino Royale,11
24927,31-12-2020 16:26,Corn n Oil,8
24928,31-12-2020 18:44,Thai Iced Coffee,4.2
24929,30-12-2020 17:11,Espresso Martini,11
24930,26-12-2020 23:16,Imperial Cocktail,4.99
24931,26-12-2020 15:11,Quick-sand,4
24932,26-12-2020 15:23,Margarita,7.5
24933,26-12-2020 05:50,Margarita,7.5
24934,26-12-2020 11:30,Queen Charlotte,8
24935,27-12-2020 14:21,Sea breeze,8
24936,30-12-2020 18:51,Ipamena,2.99
24937,25-12-2020 19:53,Big Red,8
24938,29-12-2020 13:47,Rum Cooler,4.99
24939,27-12-2020 06:55,Lemon Drop,2.99
24940,27-12-2020 07:35,Thai Iced Coffee,4.2
24941,28-12-2020 09:13,Texas Rattlesnake,3.5
24942,26-12-2020 01:50,Yoghurt Cooler,3.5
24943,25-12-2020 22:19,Mai Tai,11
24944,26-12-2020 22:33,Manhattan,4.2
24945,26-12-2020 05:54,Pysch Vitamin Light,6.5
24946,25-12-2020 20:29,Vesuvio,3
24947,28-12-2020 17:06,Old Fashioned,5.5
24948,29-12-2020 04:53,Snowball,11
24949,27-12-2020 08:05,Passion Fruit Martini,2.99
24950,31-12-2020 22:18,Margarita,7.5
24951,30-12-2020 10:06,Rum Sour,5.5
24952,27-12-2020 18:31,Casino Royale,11
24953,30-12-2020 18:21,Zizi Coin-coin,5
24954,30-12-2020 04:59,Mulled Wine,11
24955,26-12-2020 00:59,Kill the cold Smoothie,11
24956,30-12-2020 06:25,Chocolate Milk,5.15
24957,26-12-2020 14:57,Ipamena,2.99
24958,31-12-2020 00:55,Rum Punch,3.5
24959,30-12-2020 08:16,Affinity,2.99
24960,31-12-2020 13:54,Dark Caipirinha,2.99
24961,28-12-2020 08:10,Dry Rob Roy,5.5
24962,28-12-2020 11:57,Valencia Cocktail,5.5
24963,30-12-2020 16:59,Vodka And Tonic,11
24964,26-12-2020 10:59,Honey Bee,3
24965,31-12-2020 09:21,Long Island Tea,8
24966,29-12-2020 01:41,Winter Rita,5.5
24967,29-12-2020 07:13,Hemingway Special,3.5
24968,30-12-2020 10:02,Imperial Cocktail,4.99
24969,31-12-2020 14:32,Funk and Soul,5.15
24970,27-12-2020 23:32,Oatmeal Cookie,4.99
24971,28-12-2020 06:36,Bellini,2.99
24972,29-12-2020 20:27,Hawaiian Cocktail,6.5
24973,27-12-2020 13:44,Kurant Tea,3
24974,26-12-2020 10:01,Bloody Mary,5.5
24975,31-12-2020 18:49,Frosé,2.99
24976,29-12-2020 06:49,Egg Nog - Healthy,11
24977,25-12-2020 21:01,H.D.,7.5
24978,27-12-2020 21:02,Addison,12
24979,29-12-2020 15:13,Quick-sand,4
24980,31-12-2020 12:42,Casino,6.5
24981,26-12-2020 12:19,Chocolate Milk,5.15
24982,31-12-2020 04:27,Mulled Wine,11
24983,30-12-2020 13:50,Imperial Cocktail,4.99
24984,28-12-2020 05:37,Frisco Sour,4
24985,30-12-2020 15:51,Pink Panty Pulldowns,2.99
24986,30-12-2020 02:27,Hawaiian Cocktail,6.5
24987,30-12-2020 12:10,Vodka And Tonic,11
24988,26-12-2020 18:10,Zippy's Revenge,5
24989,27-12-2020 12:49,Fruit Shake,5.5
24990,28-12-2020 12:50,Mocha-Berry,8
24991,29-12-2020 19:27,Gin Fizz,2.99
24992,30-12-2020 14:13,Victory Collins,7.5
24993,25-12-2020 21:32,Imperial Cocktail,4.99
24994,28-12-2020 18:16,Jack's Vanilla Coke,6.5
24995,27-12-2020 00:38,Manhattan,4.2
24996,26-12-2020 18:47,Clover Club,4.99
24997,28-12-2020 03:41,Long Island Tea,8
24998,29-12-2020 13:38,City Slicker,4
24999,29-12-2020 15:55,Negroni,2.99
25000,31-12-2020 10:34,Afternoon,3
25001,27-12-2020 12:39,Mango Mojito,7.5
25002,31-12-2020 03:50,Dry Rob Roy,5.5
25003,30-12-2020 01:01,Manhattan,4.2
25004,28-12-2020 10:33,Vodka Martini,4.2
25005,30-12-2020 20:19,Rum Sour,5.5
25006,27-12-2020 07:00,Port Wine Flip,5
25007,28-12-2020 05:31,Imperial Cocktail,4.99
25008,31-12-2020 13:44,Margarita,7.5
25009,27-12-2020 12:49,Long Island Iced Tea,3
25010,27-12-2020 23:51,The Laverstoke,7.5
25011,30-12-2020 19:29,Sangria,3.5
25012,29-12-2020 00:01,Long Island Tea,8
25013,30-12-2020 14:59,Egg Nog - Healthy,11
25014,26-12-2020 06:47,Porto flip,4.99
25015,30-12-2020 07:47,Hawaiian Cocktail,6.5
25016,31-12-2020 08:11,Figgy Thyme,3
25017,29-12-2020 03:16,Long Island Iced Tea,3
25018,29-12-2020 10:00,Sangria,3.5
25019,27-12-2020 04:55,Artillery,3.5
25020,30-12-2020 13:04,Hawaiian Cocktail,6.5
25021,30-12-2020 05:37,Oreo Mudslide,8
25022,29-12-2020 21:18,GG,12
25023,30-12-2020 08:35,Bubble Gum,3
25024,28-12-2020 08:49,Hawaiian Cocktail,6.5
25025,26-12-2020 08:21,Fruit Cooler,8
25026,30-12-2020 09:15,Jitterbug,4
25027,26-12-2020 02:49,Snowball,11
25028,30-12-2020 23:05,Hawaiian Cocktail,6.5
25029,28-12-2020 00:08,Clover Club,4.99
25030,30-12-2020 04:59,Big Red,8
25031,30-12-2020 19:40,Imperial Cocktail,4.99
25032,27-12-2020 11:00,Veteran,8
25033,31-12-2020 18:35,Scooter,12
25034,31-12-2020 04:37,Orgasm,5.15
25035,27-12-2020 23:44,Margarita,7.5
25036,30-12-2020 19:10,Whiskey Sour,12
25037,31-12-2020 11:18,Chocolate Milk,5.15
25038,26-12-2020 15:49,Cuba Libre,4.2
25039,31-12-2020 02:41,Long Island Tea,8
25040,30-12-2020 12:39,Rum Toddy,4.2
25041,31-12-2020 01:58,Vampiro,11
25042,27-12-2020 05:40,Grass Skirt,2.99
25043,28-12-2020 14:49,Passion Fruit Martini,2.99
25044,28-12-2020 21:32,Margarita,7.5
25045,31-12-2020 15:27,Frisco Sour,4
25046,30-12-2020 14:06,Shot-gun,7.5
25047,31-12-2020 14:58,Gin Fizz,2.99
25048,27-12-2020 22:59,Pink Panty Pulldowns,2.99
25049,26-12-2020 00:50,Casino,6.5
25050,27-12-2020 09:09,Bijou,4
25051,31-12-2020 01:34,Queen Charlotte,8
25052,27-12-2020 01:03,Frosé,2.99
25053,28-12-2020 01:18,Imperial Cocktail,4.99
25054,27-12-2020 05:28,Shot-gun,7.5
25055,30-12-2020 07:17,Zimadori Zinger,12
25056,29-12-2020 05:13,Manhattan,4.2
25057,26-12-2020 17:14,Long Island Tea,8
25058,27-12-2020 00:26,Dark Caipirinha,2.99
25059,25-12-2020 17:44,Jack Rose Cocktail,5.5
25060,31-12-2020 01:27,Lone Tree Cooler,5.5
25061,31-12-2020 22:10,Mango Mojito,7.5
25062,31-12-2020 04:26,Imperial Cocktail,4.99
25063,29-12-2020 21:06,Hawaiian Cocktail,6.5
25064,29-12-2020 16:02,Mimosa,5
25065,30-12-2020 14:25,Coffee Liqueur,5.5
25066,28-12-2020 15:24,Texas Rattlesnake,3.5
25067,29-12-2020 23:20,Flaming Lamborghini,3
25068,31-12-2020 11:34,Yoghurt Cooler,3.5
25069,29-12-2020 06:34,Victor,4.2
25070,25-12-2020 21:15,Death in the Afternoon,4
25071,31-12-2020 20:44,Gin Tonic,6.5
25072,27-12-2020 01:41,Rum Cooler,4.99
25073,28-12-2020 21:03,Irish Curdling Cow,2.99
25074,31-12-2020 07:41,Mulled Wine,11
25075,31-12-2020 02:25,Tom Collins,5.5
25076,27-12-2020 16:59,Daiquiri,11
25077,29-12-2020 23:26,Long Island Iced Tea,3
25078,27-12-2020 15:29,Manhattan,4.2
25079,31-12-2020 18:00,Egg Nog - Healthy,11
25080,31-12-2020 14:28,Dry Rob Roy,5.5
25081,29-12-2020 21:33,Manhattan,4.2
25082,26-12-2020 12:43,Mudslinger,11
25083,25-12-2020 16:29,Victor,4.2
25084,30-12-2020 11:42,Imperial Cocktail,4.99
25085,28-12-2020 14:56,Queen Charlotte,8
25086,26-12-2020 01:53,Margarita,7.5
25087,30-12-2020 16:21,Imperial Cocktail,4.99
25088,31-12-2020 17:51,Lemouroudji,5.15
25089,29-12-2020 23:26,Tom Collins,5.5
25090,27-12-2020 02:16,Dry Rob Roy,5.5
25091,26-12-2020 15:25,Van Vleet,4.2
25092,31-12-2020 12:15,Iced Coffee Fillip,5
25093,31-12-2020 12:24,Imperial Cocktail,4.99
25094,27-12-2020 16:16,Victor,4.2
25095,29-12-2020 17:17,Hawaiian Cocktail,6.5
25096,29-12-2020 05:55,Honey Bee,3
25097,25-12-2020 22:29,Caipirissima,2.99
25098,30-12-2020 09:30,Imperial Cocktail,4.99
25099,29-12-2020 07:58,Snowball,11
25100,26-12-2020 15:12,Quick-sand,4
25101,29-12-2020 20:25,Mango Mojito,7.5
25102,25-12-2020 23:16,Chocolate Drink,12
25103,27-12-2020 02:47,Porto flip,4.99
25104,27-12-2020 06:45,Margarita,7.5
25105,26-12-2020 12:32,Zizi Coin-coin,5
25106,26-12-2020 11:17,Homemade Kahlua,6.5
25107,27-12-2020 07:04,Adam,3.5
25108,27-12-2020 04:40,Cosmopolitan,2.99
25109,30-12-2020 20:20,Valencia Cocktail,5.5
25110,29-12-2020 13:23,Grass Skirt,2.99
25111,27-12-2020 05:07,Shot-gun,7.5
25112,31-12-2020 06:15,A. J.,11
25113,26-12-2020 12:50,Flaming Lamborghini,3
25114,31-12-2020 22:51,Chocolate Milk,5.15
25115,31-12-2020 13:59,Gin Fizz,2.99
25116,27-12-2020 11:19,Margarita,7.5
25117,29-12-2020 05:24,Long Island Tea,8
25118,29-12-2020 00:05,Manhattan,4.2
25119,27-12-2020 07:01,New York Lemonade,5.15
25120,26-12-2020 14:15,Hawaiian Cocktail,6.5
25121,29-12-2020 01:29,City Slicker,4
25122,28-12-2020 07:29,Margarita,7.5
25123,31-12-2020 20:58,Owen's Grandmother's Revenge,8
25124,31-12-2020 17:05,Munich Mule,12
25125,29-12-2020 14:07,Jelly Bean,3
25126,26-12-2020 22:03,Pink Panty Pulldowns,2.99
25127,26-12-2020 10:51,Planter's Punch,5
25128,29-12-2020 14:01,A. J.,11
25129,31-12-2020 22:29,Manhattan,4.2
25130,26-12-2020 05:05,Manhattan,4.2
25131,27-12-2020 02:33,Margarita,7.5
25132,27-12-2020 22:28,Mother's Milk,5
25133,26-12-2020 14:47,Dry Rob Roy,5.5
25134,27-12-2020 00:09,Hawaiian Cocktail,6.5
25135,27-12-2020 19:13,Kurant Tea,3
25136,31-12-2020 00:37,Mimosa,5
25137,26-12-2020 12:40,Irish Coffee,7.5
25138,26-12-2020 01:15,Paradise,4.2
25139,28-12-2020 06:54,Hawaiian Cocktail,6.5
25140,25-12-2020 21:42,Rusty Nail,4
25141,27-12-2020 15:23,Affinity,2.99
25142,31-12-2020 14:07,Hawaiian Cocktail,6.5
25143,27-12-2020 08:45,Oreo Mudslide,8
25144,30-12-2020 16:27,Frappé,3
25145,27-12-2020 00:28,Long Island Tea,8
25146,27-12-2020 02:30,Winter Rita,5.5
25147,27-12-2020 23:40,Casa Blanca,5.15
25148,27-12-2020 07:39,Hawaiian Cocktail,6.5
25149,30-12-2020 20:50,Clover Club,4.99
25150,27-12-2020 07:30,Hunter's Moon,3
25151,26-12-2020 20:53,Creme de Menthe,3.5
25152,25-12-2020 23:57,Imperial Cocktail,4.99
25153,29-12-2020 07:44,Manhattan,4.2
25154,26-12-2020 09:22,Godfather,6.5
25155,30-12-2020 07:14,Bijou,4
25156,26-12-2020 07:37,Irish Spring,5.15
25157,25-12-2020 17:43,Cream Soda,5.15
25158,28-12-2020 05:08,Mother's Milk,5
25159,28-12-2020 13:03,Vodka And Tonic,11
25160,31-12-2020 14:38,Imperial Cocktail,4.99
25161,30-12-2020 05:32,Casino Royale,11
25162,27-12-2020 08:59,Long Island Tea,8
25163,31-12-2020 19:41,Mulled Wine,11
25164,27-12-2020 23:50,Hunter's Moon,3
25165,31-12-2020 10:10,Grasshopper,4.99
25166,25-12-2020 21:41,H.D.,7.5
25167,27-12-2020 13:50,Bob Marley,4
25168,26-12-2020 09:12,Death in the Afternoon,4
25169,31-12-2020 06:56,Halloween Punch,8
25170,29-12-2020 19:28,Hawaiian Cocktail,6.5
25171,29-12-2020 22:39,Hawaiian Cocktail,6.5
25172,31-12-2020 21:52,Cuba Libre,4.2
25173,30-12-2020 07:08,Queen Bee,11
25174,26-12-2020 13:48,Frisco Sour,4
25175,26-12-2020 21:05,Limona Corona,4.2
25176,28-12-2020 04:43,Orange Crush,5.5
25177,26-12-2020 20:30,Dark Caipirinha,2.99
25178,31-12-2020 02:37,Rum Cooler,4.99
25179,30-12-2020 05:58,Long Island Tea,8
25180,26-12-2020 13:35,Gin Fizz,2.99
25181,31-12-2020 18:17,B-53,5.15
25182,28-12-2020 18:29,Limona Corona,4.2
25183,31-12-2020 17:38,Manhattan,4.2
25184,28-12-2020 21:06,Manhattan,4.2
25185,27-12-2020 00:31,Frappé,3
25186,31-12-2020 00:20,Creme de Menthe,3.5
25187,26-12-2020 13:58,Quentin,3.5
25188,29-12-2020 06:04,Zippy's Revenge,5
25189,30-12-2020 22:53,The Philosopher,5.15
25190,30-12-2020 11:23,Hemingway Special,3.5
25191,27-12-2020 01:26,Cuba Libre,4.2
25192,31-12-2020 10:06,Cuba Libre,4.2
25193,29-12-2020 17:55,Lassi Raita,6.5
25194,29-12-2020 23:30,Grim Reaper,4
25195,31-12-2020 09:31,Afternoon,3
25196,27-12-2020 05:17,Sweet Sangria,4
25197,28-12-2020 11:23,Yoghurt Cooler,3.5
25198,26-12-2020 21:49,Caipirinha,3.5
25199,31-12-2020 03:19,The Laverstoke,7.5
25200,25-12-2020 22:09,Margarita,7.5
25201,28-12-2020 22:25,Lemon Drop,2.99
25202,31-12-2020 22:28,Iced Coffee Fillip,5
25203,29-12-2020 19:11,Monkey Gland,11
25204,29-12-2020 23:43,Sol Y Sombra,5.15
25205,30-12-2020 04:01,Pure Passion,2.99
25206,29-12-2020 17:41,Vesuvio,3
25207,29-12-2020 17:49,Godfather,6.5
25208,31-12-2020 11:28,Queen Charlotte,8
25209,27-12-2020 14:38,Hawaiian Cocktail,6.5
25210,26-12-2020 02:10,Victor,4.2
25211,29-12-2020 11:09,Jitterbug,4
25212,31-12-2020 13:36,Irish Spring,5.15
25213,29-12-2020 07:28,Manhattan,4.2
25214,31-12-2020 00:19,Zorbatini,4.2
25215,30-12-2020 20:52,Hawaiian Cocktail,6.5
25216,31-12-2020 08:15,Chocolate Milk,5.15
25217,29-12-2020 02:22,Bob Marley,4
25218,27-12-2020 23:43,Manhattan,4.2
25219,25-12-2020 23:29,Scooter,12
25220,31-12-2020 10:09,Imperial Cocktail,4.99
25221,26-12-2020 04:46,Hawaiian Cocktail,6.5
25222,27-12-2020 00:35,Fahrenheit 5000,2.99
25223,28-12-2020 02:20,Bora Bora,2.99
25224,31-12-2020 02:52,Iced Coffee Fillip,5
25225,27-12-2020 06:28,Citrus Coke,5.15
25226,30-12-2020 21:24,Mulled Wine,11
25227,31-12-2020 22:39,Frappé,3
25228,29-12-2020 10:56,Sidecar,11
25229,28-12-2020 15:30,Manhattan,4.2
25230,30-12-2020 21:15,Frappé,3
25231,28-12-2020 10:05,Mulled Wine,11
25232,31-12-2020 23:55,Munich Mule,12
25233,28-12-2020 09:47,Creme de Menthe,3.5
25234,28-12-2020 10:46,Imperial Cocktail,4.99
25235,26-12-2020 04:38,Bramble,4.2
25236,28-12-2020 11:20,Rusty Nail,4
25237,26-12-2020 12:56,Margarita,7.5
25238,29-12-2020 13:13,Bellini,2.99
25239,31-12-2020 12:04,Limona Corona,4.2
25240,26-12-2020 14:04,Death in the Afternoon,4
25241,29-12-2020 16:01,Mother's Milk,5
25242,31-12-2020 23:58,Jelly Bean,3
25243,28-12-2020 03:45,Planter's Punch,5
25244,27-12-2020 21:51,New York Lemonade,5.15
25245,27-12-2020 22:29,Irish Coffee,7.5
25246,31-12-2020 02:11,Jackhammer,3.5
25247,27-12-2020 19:22,Adam,3.5
25248,29-12-2020 05:18,Dry Martini,8
25249,26-12-2020 20:46,Sweet Tooth,2.99
25250,28-12-2020 17:09,Yellow Bird,8
25251,28-12-2020 23:13,Long Island Tea,8
25252,29-12-2020 05:50,Zimadori Zinger,12
25253,31-12-2020 03:42,Margarita,7.5
25254,26-12-2020 19:33,Afternoon,3
25255,29-12-2020 11:19,Affinity,2.99
25256,29-12-2020 03:44,Nuked Hot Chocolate,12
25257,31-12-2020 01:22,Mango Mojito,7.5
25258,31-12-2020 09:44,B-53,5.15
25259,26-12-2020 01:39,Van Vleet,4.2
25260,25-12-2020 20:00,Kurant Tea,3
25261,30-12-2020 20:50,Godfather,6.5
25262,30-12-2020 15:22,Manhattan,4.2
25263,29-12-2020 20:27,Hawaiian Cocktail,6.5
25264,29-12-2020 21:11,Queen Charlotte,8
25265,31-12-2020 06:50,Iced Coffee Fillip,5
25266,26-12-2020 04:45,Ipamena,2.99
25267,26-12-2020 08:19,Irish Curdling Cow,2.99
25268,29-12-2020 04:36,Hawaiian Cocktail,6.5
25269,25-12-2020 19:50,Fahrenheit 5000,2.99
25270,27-12-2020 17:41,City Slicker,4
25271,26-12-2020 20:00,Bubble Gum,3
25272,30-12-2020 01:48,Fruit Shake,5.5
25273,27-12-2020 15:19,Broadside,5.5
25274,31-12-2020 14:56,Long Island Tea,8
25275,26-12-2020 01:44,Grass Skirt,2.99
25276,30-12-2020 16:06,Kurant Tea,3
25277,29-12-2020 07:12,Imperial Cocktail,4.99
25278,30-12-2020 10:11,Mint Julep,8
25279,29-12-2020 23:57,Boston Sour,5
25280,31-12-2020 14:33,Long Island Tea,8
25281,28-12-2020 07:57,Margarita,7.5
25282,29-12-2020 06:33,Death in the Afternoon,4
25283,29-12-2020 23:37,Chocolate Milk,5.15
25284,29-12-2020 02:29,Hawaiian Cocktail,6.5
25285,31-12-2020 02:21,Clover Club,4.99
25286,28-12-2020 11:45,Grizzly Bear,12
25287,27-12-2020 09:21,Orange Oasis,4.99
25288,27-12-2020 10:18,Frosé,2.99
25289,25-12-2020 22:14,Monkey Gland,11
25290,27-12-2020 02:28,Margarita,7.5
25291,27-12-2020 07:03,Orgasm,5.15
25292,25-12-2020 16:25,Old Fashioned,5.5
25293,27-12-2020 01:14,Chocolate Drink,12
25294,27-12-2020 08:13,Lemouroudji,5.15
25295,25-12-2020 18:17,Citrus Coke,5.15
25296,31-12-2020 07:32,Long Island Tea,8
25297,28-12-2020 11:53,Coffee Liqueur,5.5
25298,31-12-2020 10:42,Rum Toddy,4.2
25299,26-12-2020 11:59,Long Island Tea,8
25300,27-12-2020 02:13,After sex,7.5
25301,27-12-2020 08:45,Imperial Cocktail,4.99
25302,27-12-2020 18:22,The Philosopher,5.15
25303,28-12-2020 22:18,Shot-gun,7.5
25304,27-12-2020 06:54,Irish Coffee,7.5
25305,25-12-2020 19:20,Jitterbug,4
25306,27-12-2020 12:19,Shot-gun,7.5
25307,27-12-2020 18:49,Long Island Tea,8
25308,28-12-2020 17:59,Irish Curdling Cow,2.99
25309,31-12-2020 22:07,Paradise,4.2
25310,31-12-2020 10:43,Vodka And Tonic,11
25311,31-12-2020 20:45,Manhattan,4.2
25312,30-12-2020 02:01,Flaming Lamborghini,3
25313,30-12-2020 01:02,Mocha-Berry,8
25314,26-12-2020 13:47,Imperial Cocktail,4.99
25315,31-12-2020 04:44,Victor,4.2
25316,29-12-2020 05:14,H.D.,7.5
25317,31-12-2020 10:19,The Jimmy Conway,6.5
25318,28-12-2020 11:23,Chocolate Milk,5.15
25319,27-12-2020 19:30,Hawaiian Cocktail,6.5
25320,28-12-2020 12:09,Hawaiian Cocktail,6.5
25321,30-12-2020 06:03,Mai Tai,11
25322,31-12-2020 23:41,Grasshopper,4.99
25323,27-12-2020 22:26,Planter's Punch,5
25324,26-12-2020 06:13,French Negroni,2.99
25325,31-12-2020 10:07,Dark Caipirinha,2.99
25326,25-12-2020 17:19,Hawaiian Cocktail,6.5
25327,26-12-2020 14:59,Long Island Tea,8
25328,26-12-2020 10:00,Monkey Gland,11
25329,30-12-2020 00:02,Limona Corona,4.2
25330,29-12-2020 04:03,Margarita,7.5
25331,30-12-2020 10:50,Kurant Tea,3
25332,27-12-2020 05:33,Bijou,4
25333,26-12-2020 20:52,Tom Collins,5.5
25334,29-12-2020 03:35,Creme de Menthe,3.5
25335,28-12-2020 21:03,Sidecar,11
25336,28-12-2020 10:15,City Slicker,4
25337,29-12-2020 15:31,Caipirinha,3.5
25338,30-12-2020 23:52,Sangria,3.5
25339,30-12-2020 07:04,Sweet Sangria,4
25340,27-12-2020 17:57,Long Island Tea,8
25341,31-12-2020 06:17,Dirty Martini,2.99
25342,29-12-2020 16:09,Hawaiian Cocktail,6.5
25343,30-12-2020 19:55,Halloween Punch,8
25344,30-12-2020 15:44,Zorbatini,4.2
25345,28-12-2020 07:06,Veteran,8
25346,25-12-2020 19:27,Pysch Vitamin Light,6.5
25347,30-12-2020 00:24,Manhattan,4.2
25348,28-12-2020 11:53,Jack's Vanilla Coke,6.5
25349,31-12-2020 03:39,Margarita,7.5
25350,28-12-2020 12:04,Mint Julep,8
25351,29-12-2020 10:46,Caipirinha,3.5
25352,27-12-2020 23:31,Sweet Sangria,4
25353,26-12-2020 09:47,Irish Coffee,7.5
25354,27-12-2020 16:35,Irish Coffee,7.5
25355,30-12-2020 22:02,Old Fashioned,5.5
25356,26-12-2020 09:59,Lemon Shot,7.5
25357,28-12-2020 18:18,Cream Soda,5.15
25358,28-12-2020 03:42,Zimadori Zinger,12
25359,29-12-2020 11:28,Grim Reaper,4
25360,31-12-2020 15:44,Affair,8
25361,26-12-2020 21:49,Snowball,11
25362,31-12-2020 10:39,Margarita,7.5
25363,26-12-2020 14:47,Margarita,7.5
25364,30-12-2020 19:41,Thai Coffee,5.5
25365,27-12-2020 00:39,Victor,4.2
25366,29-12-2020 23:02,Apello,3.5
25367,28-12-2020 23:53,White Lady,6.5
25368,31-12-2020 10:38,Margarita,7.5
25369,29-12-2020 01:51,Lassi Raita,6.5
25370,25-12-2020 17:15,Vesuvio,3
25371,29-12-2020 16:29,Gin Rickey,4
25372,29-12-2020 01:40,Bora Bora,2.99
25373,25-12-2020 18:25,Manhattan,4.2
25374,31-12-2020 03:01,Old Fashioned,5.5
25375,29-12-2020 13:09,Margarita,7.5
25376,28-12-2020 12:17,Zimadori Zinger,12
25377,31-12-2020 20:30,Imperial Cocktail,4.99
25378,29-12-2020 07:35,Rum Punch,3.5
25379,30-12-2020 02:40,Long Island Iced Tea,3
25380,27-12-2020 17:44,Caipirinha,3.5
25381,25-12-2020 21:32,Yoghurt Cooler,3.5
25382,26-12-2020 10:34,Sidecar,11
25383,29-12-2020 18:54,Victory Collins,7.5
25384,28-12-2020 06:03,Death in the Afternoon,4
25385,29-12-2020 00:17,Long Island Tea,8
25386,30-12-2020 15:06,Planter's Punch,5
25387,29-12-2020 17:38,Irish Curdling Cow,2.99
25388,25-12-2020 16:24,Imperial Cocktail,4.99
25389,26-12-2020 00:29,Sweet Tooth,2.99
25390,29-12-2020 15:13,Hawaiian Cocktail,6.5
25391,27-12-2020 00:06,Hawaiian Cocktail,6.5
25392,29-12-2020 15:14,Thai Coffee,5.5
25393,26-12-2020 15:35,Broadside,5.5
25394,27-12-2020 18:39,Margarita,7.5
25395,29-12-2020 09:07,Hawaiian Cocktail,6.5
25396,25-12-2020 21:24,Jitterbug,4
25397,26-12-2020 09:57,Long Island Tea,8
25398,28-12-2020 01:23,Snowball,11
25399,30-12-2020 06:36,Manhattan,4.2
25400,28-12-2020 22:29,Hemingway Special,3.5
25401,27-12-2020 14:27,Margarita,7.5
25402,28-12-2020 20:27,The Laverstoke,7.5
25403,31-12-2020 11:22,Queen Charlotte,8
25404,27-12-2020 01:36,Loch Lomond,3
25405,30-12-2020 07:07,Long Island Tea,8
25406,31-12-2020 09:20,Irish Coffee,7.5
25407,26-12-2020 21:58,Imperial Cocktail,4.99
25408,29-12-2020 00:42,Godfather,6.5
25409,29-12-2020 11:45,Godfather,6.5
